firm_name,home_country,industry,provisional_entry_mode,requires_manual_review,evidence_summary,orbis_parent_match,orbis_direct_stakes_pct,reported_action_type,first_reported_exit_date,first_reported_reduction_or_exit_date,timing_left_censored,yale_action_text
Valero Energy,United States,Energy,unclassified,yes,,,,suspended,,2022-12-24,no,suspend purchases of Russian oil
Vattenfall,Sweden,Utilities,unclassified,yes,,,,other,,2023-08-23,no,shifting energy purchases away from Russia
Veeam,United States,Information Technology,unclassified,yes,,,,suspended,,2022-12-24,no,pause sales in Russia
Vesuvius,United Kingdom,Industrials,unclassified,yes,strict normalized name match to Orbis parent,VESUVIUS PLC,,suspended,,2023-08-23,no,Suspend deliveries to Russian customers
Victoria’s Secret,United States,Consumer Discretionary,unclassified,yes,,,,suspended,,2022-12-24,no,"stop exports to Russia, pause sales in Russia by franchisers, suspend online sales"
Viessmann,Germany,Industrials,unclassified,yes,,,,suspended,,2022-12-24,no,stop business with Russia & stop deliveries to and from Russia
Vietnam Airlines,Vietnam,Industrials,unclassified,yes,,,,suspended,,2022-12-24,no,suspend flights to Russia
Viking River Cruises,Switzerland,Consumer Discretionary,unclassified,yes,,,,other,,2022-12-24,no,cease all operations in Russia & cancel trips to Russia up to 2024
Villeroy &amp; Boch,Germany,Consumer Discretionary,unclassified,yes,strict normalized name match to Orbis parent,VILLEROY & BOCH AG,,suspended,,2023-08-23,no,Suspended business in the region until further notice
Visa,United States,Information Technology,unclassified,yes,,,,suspended,,2022-12-24,no,suspend operations in Russia
Vitec Group,United Kingdom,Consumer Discretionary,unclassified,yes,,,,suspended,,2022-12-24,no,suspend all exports and services
Viva,Australia,Energy,unclassified,yes,,,,suspended,,2022-12-24,no,Suspended purchases of Russian oil
Volkswagen,Germany,Consumer Discretionary,unclassified,yes,,,,suspended,,2022-12-24,no,suspend all shipments to Russia
Volvo Cars,Sweden,Industrials,unclassified,yes,,,,suspended,,2022-12-24,no,suspend all shipments to Russia
Volvo Group,Sweden,Industrials,unclassified,yes,,,,suspended,,2022-12-24,no,"suspend all sales, service and production"
WEKA,Israel,Information Technology,unclassified,yes,,,,suspended,,2022-12-24,no,suspend business and concrete deals with Russia
WWE,United States,Communication Services,unclassified,yes,,,,suspended,,2022-12-24,no,Suspend all operations in Russia
WarnerMedia,United States,Communication Services,unclassified,yes,,,,suspended,,2022-12-24,no,pause new content releases
Waters Corporation,United States,Health Care,unclassified,yes,,,,suspended,,2022-12-24,no,suspend all sales and services into Russia
WeTransfer,United States,Information Technology,unclassified,yes,,,,suspended,,2022-12-24,no,suspend all services in Russia
Western Union,United States,Information Technology,unclassified,yes,,,,suspended,,2022-12-24,no,suspend operations in Russia
Wielton,Poland,Industrials,unclassified,yes,,,,suspended,,2022-12-24,no,suspended Russian exports
William Grant &amp; Sons,United Kingdom,Consumer Staples,unclassified,yes,,,,suspended,,2023-08-23,no,Suspend all shipments to Russia
Wimbledon,United Kingdom,NGO,unclassified,yes,,,,other,,2022-12-24,no,Ban Russian athletes
Wintershall Dea AG,Germany,Energy,unclassified,yes,,,,sold,,2023-08-23,no,intends to fully exit Russia
Wise PLC,United Kingdom,Information Technology,unclassified,yes,,,,suspended,,2022-12-24,no,Suspend Russian partnerships
Wizz Air,Hungary,Industrials,unclassified,yes,,,,suspended,,2022-12-24,no,Air flights to/from Russia are temporarily suspended
Wolffkran,Switzerland,Industrials,unclassified,yes,,,,suspended,,2022-12-24,no,Stop production in Russia; maintain personnel
World Boxing Council,Mexico,NGO,unclassified,yes,,,,suspended,,2022-12-24,no,Suspend Russia from title fights
World Federation of Exchanges,United Kingdom,NGO,unclassified,yes,,,,suspended,,2022-12-24,no,Suspend all Russian members and affiliates
Woseba,Poland,Consumer Staples,unclassified,yes,,,,other,,2022-12-24,no,suspends deliveries to Russia
Wrangler (Kontoor),United States,Consumer Discretionary,unclassified,yes,,,,suspended,,2022-12-24,no,Suspend online sales
Würth,Germany,Consumer Discretionary,unclassified,yes,,,,suspended,,2022-12-24,no,Stop exports to Russia
Xerox,United States,Information Technology,unclassified,yes,,,,suspended,,2022-12-24,no,Suspend shipments to Russia
YKK Group,Japan,Industrials,unclassified,yes,,,,suspended,,2022-12-24,no,Suspend operations in Russia
YOOX,Italy,Consumer Discretionary,unclassified,yes,,,,suspended,,2022-12-24,no,Suspend commercial activities
Yanmar,Japan,Consumer Discretionary,unclassified,yes,,,,suspended,,2023-08-23,no,suspend operations
Yara,Norway,Materials,unclassified,yes,,,,suspended,,2022-12-24,no,Suspend all imports from Russia
ZHA,United Kingdom,Industrials,unclassified,yes,,,,suspended,,2022-12-24,no,suspend operations in Russia
Zegna Group,Italy,Consumer Discretionary,unclassified,yes,,,,suspended,,2022-12-24,no,Suspended all shipments to and production for Russia partners
Zendesk,United States,Information Technology,unclassified,yes,,,,suspended,,2022-12-24,no,Suspend all sales to Russia
Zetor,Czech Republic,Industrials,unclassified,yes,,,,suspended,,2022-12-24,no,suspend all cooperation with Russia
Zynga,United States,Communication Services,unclassified,yes,,,,suspended,,2022-12-24,no,"suspend all installations, monetization and marketing support"
bunq.com,Netherlands,Financials,unclassified,yes,,,,suspended,,2022-12-24,no,suspend SWIFT transfers to sanctioned banks
d&amp;b audiotechnik,Germany,Consumer Discretionary,unclassified,yes,,,,suspended,,2023-08-23,no,suspend all shipments to Russia
eBay,United States,Consumer Discretionary,unclassified,yes,,,,suspended,,2022-12-24,no,suspend all shipments to Russia
eDreams ODIGEO,Spain,Consumer Discretionary,unclassified,yes,,,,other,,2022-12-24,no,cease all operations involving Russia
iHerb,United States,Consumer Discretionary,unclassified,yes,,,,suspended,,2023-08-23,no,Suspend all Russian sales
Żabka,Poland,Consumer Staples,unclassified,yes,,,,other,,2022-12-24,no,Halts orders from Russia & Belarus
AGCO,United States,Industrials,unclassified,yes,,,,sold,,,no,stop sale of new machines to Russia
ASBIS,Cyprus,Information Technology,unclassified,yes,,,,other,,,no,amends contracts following new sanctions
Activision Blizzard,United States,Communication Services,unclassified,yes,,,,suspended,,,no,suspend new sales of and in our games in Russia
Adidas,Germany,Consumer Discretionary,unclassified,yes,,,,other,2023-08-23,2022-12-24,no,Continued imports
Adobe,United States,Information Technology,unclassified,yes,,,,suspended,,,no,suspend all new sales in Russia and Belarus; current services continue
AkzoNobel,Netherlands,Materials,unclassified,yes,,,,suspended,,,no,suspend new investments in Russia; end Aerospace work
Allianz,Germany,Financials,unclassified,yes,strict normalized name match to Orbis parent,ALLIANZ SE,,other,,,no,meaningfully reduce exposure to Russia
Alphabet,United States,Communication Services,unclassified,yes,strict normalized name match to Orbis parent,ALPHABET INC.,,sold,,,no,withdraw all operations in Moscow; stop taking new customers; stop ads
Amadeus IT Group,Spain,Information Technology,unclassified,yes,,,,suspended,,,no,suspend partnership with Aeroflot
Amgen,United States,Health Care,unclassified,yes,strict normalized name match to Orbis parent,AMGEN INC.,,suspended,,,no,suspend all non-essential business activities; keep delivering some medicines
ArcelorMittal,Luxembourg,Materials,unclassified,yes,strict normalized name match to Orbis parent,ARCELORMITTAL SA,,other,2022-12-24,2022-12-24,yes,Resumed steel supplies to Russia
Atlas Copco,Sweden,Industrials,unclassified,yes,,,,suspended,,2022-12-24,no,suspend deliveries in Russia
Authentic Brands Group - Reebok,United States,Consumer Discretionary,unclassified,yes,,,,other,,2022-12-24,no,Continued imports
BNY Mellon,United States,Financials,unclassified,yes,,,,suspended,,,no,suspend new business activity and investments; continue cooperation with current clients
Bank of Cyprus,Cyprus,Financials,unclassified,yes,,,,other,,,no,maintain loan book; observe banking sanctions
Beiersdorf,Germany,Consumer Staples,unclassified,yes,,,,suspended,,,no,maintain skin and bodycare products; stop other products
Bekaert,Belgium,Industrials,unclassified,yes,,,,other,,,no,scale back business in Russia
Black Red White,Poland,Consumer Discretionary,unclassified,yes,,,,sold,,,no,"divesting from Russian subsidiary, still has a significant stake in a company operating in Belarus, which also suspended Russian exports"
Boehringer Ingelheim,Germany,Health Care,unclassified,yes,,,,other,,,no,scale back to just supplying medicine
Bonduelle,France,Consumer Staples,unclassified,yes,strict normalized name match to Orbis parent,BONDUELLE,,other,,,no,Scaled back operation in Russia
Boston Scientific,United States,Health Care,unclassified,yes,strict normalized name match to Orbis parent,BOSTON SCIENTIFIC CORPORATION,,suspended,,,no,suspend all new investment and non-essential activity
Brenntag,Germany,Materials,unclassified,yes,strict normalized name match to Orbis parent,BRENNTAG SE,,suspended,,,no,suspend exports to Russia; no information about local operations
Bucher Industries,Switzerland,Industrials,unclassified,yes,strict normalized name match to Orbis parent,BUCHER INDUSTRIES AG,,other,,,no,"not specified business activities in Russia were reduced ""substantially"""
Bureau Veritas,France,Industrials,unclassified,yes,strict normalized name match to Orbis parent,BUREAU VERITAS,,other,,,no,scaled back
Burger King (Restaurant Brands),United States,Consumer Staples,unclassified,yes,,,,suspended,,2022-12-24,no,halt corporate support for franchises but retain ownership stake
CHR Hansen,Denmark,Materials,unclassified,yes,,,,suspended,,,no,suspend operations outside of staple food products
Carl Zeiss,Germany,Health Care,unclassified,yes,,,,other,,,no,Reduced business
Carrier,United States,Industrials,unclassified,yes,,,,other,,,no,not pursue new business opportunities but continue fulfilling existing contracts
Caterpillar,United States,Industrials,unclassified,yes,strict normalized name match to Orbis parent,CATERPILLAR INC.,,sold,,2023-08-23,no,"supposedly exit Russia, yet Caterpillar equipment still sold into Russia"
Cersanit,Poland,Consumer Discretionary,unclassified,yes,,,,sold,2022-12-24,2022-12-24,yes,"Put up its Russian business for sale, but no update on progress"
Citadele Bank,Latvia,Financials,unclassified,yes,,,,other,,,no,still allows transactions to Russia but introduced more thorough checks
Coca-Cola,United States,Consumer Staples,unclassified,yes,,,,suspended,,,no,suspend certain operations in Russia but continue to operate some chains (Costa Coffee)
Coinbase,United States,Financials,unclassified,yes,,,,other,,,no,block certain illicit Russian accounts but not all
Coloplast,Denmark,Health Care,unclassified,yes,,,,other,,,no,Commercial activity in Russia has been reduced and the organisation downsized
Confor Step,Portugal,Consumer Discretionary,unclassified,yes,,,,suspended,,,no,Stopped producing or shipping to Russia
Continental,Germany,Consumer Discretionary,unclassified,yes,strict normalized name match to Orbis parent,CONTINENTAL AG,,suspended,,,no,resumed local production after having previously suspended Russian factory
Corning,United States,Information Technology,unclassified,yes,,,,suspended,,,no,suspend almost all sales in Russia except minor life-saving products
Credit Suisse,Switzerland,Financials,unclassified,yes,,,,suspended,,,no,stop new business in Russia while meaningfully cutting exposure by 56%
DB Schenker,Germany,Industrials,unclassified,yes,,,,suspended,,,no,suspend direct shipments to Russia; continue Europe to Kazakhstan and Russia to Kazakhstan routes
Deere,United States,Industrials,unclassified,yes,,,,suspended,,,no,suspend shipments into Russia only
Dentons,Switzerland,Industrials,unclassified,yes,,,,other,2022-12-24,2022-12-24,yes,Still working with separate entity
Discord,United States,Communication Services,unclassified,yes,,,,suspended,,,no,suspend renewal of paid and premium products and services for Russian clients; free services still available
Dover Corporation,United States,Industrials,unclassified,yes,strict normalized name match to Orbis parent,DOVER CORPORATION,,other,,,no,ramping down sales activity and focusing on liquidating working capital
Dow,United States,Materials,unclassified,yes,strict normalized name match to Orbis parent,DOW INC.,,suspended,,,no,Suspended all purchases of feedstocks and energy and significantly reduced operations
Duolingo,United States,Information Technology,unclassified,yes,,,,suspended,,,no,make services free and stop gaining revenue
E.ON,Germany,Utilities,wholly_owned,yes,strict normalized name match to Orbis parent; Orbis direct-stake category: wholly_owned,E.ON SE,100,suspended,,,no,stop buying new Russian gas
ESAB,Sweden,Industrials,unclassified,yes,strict normalized name match to Orbis parent,ESAB CORPORATION,,other,2022-12-24,2022-12-24,yes,Transition out of operations in Russia
Eaton,United States,Industrials,unclassified,yes,strict normalized name match to Orbis parent,EATON CORPORATION PLC,,suspended,,,no,stop shipments to Russia; maintains services
Eimskip,Iceland,Industrials,unclassified,yes,,,,other,,,no,reduced operation in Russia
Elanco,United States,Health Care,unclassified,yes,,,,other,,,no,scale back to critical products to ensure food security
Epic Games,United States,Consumer Discretionary,unclassified,yes,,,,suspended,,,no,stop in-game commerce for Russia
Eutelsat,France,Communication Services,unclassified,yes,,,,other,,,no,Ended involvement in the broadcast of three channels
FIGMA,United States,Information Technology,unclassified,yes,,,,suspended,,,no,continue current business & stop all new sales efforts in Russia
Ferrero,Italy,Consumer Staples,unclassified,yes,,,,suspended,,,no,suspend non-essential business activity
Fieldfisher,United Kingdom,Industrials,unclassified,yes,,,,other,,,no,terminate certain Russian relationships
Fischer Sports,Austria,Consumer Discretionary,unclassified,yes,,,,suspended,,,no,Sales activities in Russia have been severely restricted and all investments stopped.
Fortive,United States,Industrials,unclassified,yes,strict normalized name match to Orbis parent,FORTIVE CORPORATION,,suspended,,,no,suspend most operations except medical essentials
